station_id,stationname,date,daytype,rides
40550,Irving Park-O'Hare,2020-05-28T00:00:00.000,W,575
41670,Conservatory,2020-06-28T00:00:00.000,U,324
40150,Pulaski-Cermak,2020-08-19T00:00:00.000,W,559
41360,California-Lake,2021-11-15T00:00:00.000,W,549
40380,Clark/Lake,2022-12-21T00:00:00.000,W,6976
40230,Cumberland,2024-02-27T00:00:00.000,W,2030
40540,Wilson,2023-07-15T00:00:00.000,A,3692
40180,Oak Park-Forest Park,2024-07-10T00:00:00.000,W,625
41490,Harrison,2024-06-02T00:00:00.000,U,1774
41040,Kedzie-Cermak,2022-05-03T00:00:00.000,W,571
40530,Diversey,2023-01-14T00:00:00.000,A,1779
40350,UIC-Halsted,2021-09-20T00:00:00.000,W,4325
41510,Morgan-Lake,2020-05-01T00:00:00.000,W,271
41170,Garfield-Dan Ryan,2022-06-12T00:00:00.000,U,943
41260,Austin-Lake,2020-06-14T00:00:00.000,U,239
40600,Kostner,2022-07-14T00:00:00.000,W,257
40080,Sheridan,2019-06-27T00:00:00.000,W,5172
41170,Garfield-Dan Ryan,2024-01-19T00:00:00.000,W,1485
41010,Rockwell,2020-04-01T00:00:00.000,W,137
40540,Wilson,2019-12-07T00:00:00.000,A,4281
40960,Pulaski-Orange,2021-07-15T00:00:00.000,W,2053
40980,Harlem-Forest Park,2019-12-15T00:00:00.000,U,359
40300,Indiana,2023-06-17T00:00:00.000,A,212
40230,Cumberland,2024-12-14T00:00:00.000,A,1250
40010,Austin-Forest Park,2022-12-08T00:00:00.000,W,729
41700,Washington/Wabash,2022-02-21T00:00:00.000,W,3852
41320,Belmont-North Main,2023-01-10T00:00:00.000,W,5945
40480,Cicero-Lake,2022-10-25T00:00:00.000,W,585
41310,Paulina,2020-01-30T00:00:00.000,W,2915
41480,Western-Brown,2022-01-01T00:00:00.000,A,561
41270,43rd,2019-04-28T00:00:00.000,U,367
41220,Fullerton,2023-08-05T00:00:00.000,A,5822
40800,Sedgwick,2023-10-15T00:00:00.000,U,1109
40610,Ridgeland,2023-06-29T00:00:00.000,W,765
40490,Grand/Milwaukee,2024-02-02T00:00:00.000,W,1501
40170,Ashland-Lake,2024-10-01T00:00:00.000,W,2025
40010,Austin-Forest Park,2019-12-30T00:00:00.000,W,1112
41230,47th-Dan Ryan,2019-11-12T00:00:00.000,W,2478
40730,Washington/Wells,2021-06-04T00:00:00.000,W,1692
41450,Chicago/State,2019-07-22T00:00:00.000,W,13970
41010,Rockwell,2021-01-26T00:00:00.000,W,263
40490,Grand/Milwaukee,2023-10-08T00:00:00.000,U,1566
40650,North/Clybourn,2019-06-10T00:00:00.000,W,5606
40290,Ashland/63rd,2021-11-20T00:00:00.000,A,326
40700,Laramie,2020-11-06T00:00:00.000,W,498
41220,Fullerton,2019-02-14T00:00:00.000,W,14216
40370,Washington/Dearborn,2023-06-10T00:00:00.000,A,5063
40740,Western-Cermak,2019-09-19T00:00:00.000,W,1264
40260,State/Lake,2022-01-16T00:00:00.000,U,2083
40610,Ridgeland,2023-08-08T00:00:00.000,W,836
41130,Halsted-Orange,2019-07-30T00:00:00.000,W,2355
40280,Central-Lake,2019-12-16T00:00:00.000,W,1777
41120,35-Bronzeville-IIT,2023-09-06T00:00:00.000,W,1232
40980,Harlem-Forest Park,2021-05-08T00:00:00.000,A,277
41430,87th,2020-11-02T00:00:00.000,W,1330
41190,Jarvis,2022-02-11T00:00:00.000,W,693
41280,Jefferson Park,2022-12-21T00:00:00.000,W,3315
40780,Central Park,2020-08-19T00:00:00.000,W,451
41310,Paulina,2020-04-03T00:00:00.000,W,242
40070,Jackson/Dearborn,2023-11-01T00:00:00.000,W,3963
40490,Grand/Milwaukee,2023-03-02T00:00:00.000,W,1576
41080,47th-South Elevated,2020-06-29T00:00:00.000,W,306
40530,Diversey,2022-09-10T00:00:00.000,A,2308
41000,Cermak-Chinatown,2022-02-24T00:00:00.000,W,1509
41660,Lake/State,2022-09-06T00:00:00.000,W,9126
41330,Montrose-O'Hare,2023-01-25T00:00:00.000,W,1204
41480,Western-Brown,2023-01-22T00:00:00.000,U,913
41000,Cermak-Chinatown,2020-09-06T00:00:00.000,U,942
40140,Dempster-Skokie,2024-03-10T00:00:00.000,U,299
40580,54th/Cermak,2022-03-16T00:00:00.000,W,1398
40010,Austin-Forest Park,2020-12-20T00:00:00.000,U,226
41050,Linden,2022-06-28T00:00:00.000,W,612
40090,Damen-Brown,2023-08-01T00:00:00.000,W,1432
40290,Ashland/63rd,2021-07-08T00:00:00.000,W,476
40440,California-Cermak,2024-02-21T00:00:00.000,W,1112
40930,Midway Airport,2020-04-10T00:00:00.000,W,939
40840,South Boulevard,2024-05-05T00:00:00.000,U,173
40160,LaSalle/Van Buren,2022-03-08T00:00:00.000,W,1240
41230,47th-Dan Ryan,2021-01-27T00:00:00.000,W,816
41660,Lake/State,2022-04-23T00:00:00.000,A,9601
41030,Polk,2019-10-11T00:00:00.000,W,3291
40460,Merchandise Mart,2021-01-11T00:00:00.000,W,662
40260,State/Lake,2019-10-03T00:00:00.000,W,14255
40090,Damen-Brown,2019-01-24T00:00:00.000,W,2955
40320,Division/Milwaukee,2019-11-30T00:00:00.000,A,1952
40350,UIC-Halsted,2022-08-02T00:00:00.000,W,1313
40690,Dempster,2019-12-17T00:00:00.000,W,771
41660,Lake/State,2022-03-24T00:00:00.000,W,7116
41230,47th-Dan Ryan,2022-02-10T00:00:00.000,W,1240
40750,Harlem-O'Hare,2023-06-24T00:00:00.000,A,931
40030,Pulaski-Lake,2024-03-03T00:00:00.000,U,501
40520,Foster,2021-07-21T00:00:00.000,W,320
40430,Clinton-Forest Park,2020-05-15T00:00:00.000,W,275
40940,Halsted/63rd,2024-06-06T00:00:00.000,W,352
41670,Conservatory,2024-08-15T00:00:00.000,W,532
40150,Pulaski-Cermak,2024-12-08T00:00:00.000,U,412
41160,Clinton-Lake,2020-03-11T00:00:00.000,W,4394
40490,Grand/Milwaukee,2023-02-19T00:00:00.000,U,752
41060,Ashland-Orange,2023-07-01T00:00:00.000,A,724
40300,Indiana,2023-01-16T00:00:00.000,W,183
40790,Monroe/Dearborn,2021-08-06T00:00:00.000,W,1992
41400,Roosevelt,2023-02-09T00:00:00.000,W,5120
40710,Chicago/Franklin,2022-01-04T00:00:00.000,W,2040
40530,Diversey,2023-11-09T00:00:00.000,W,3730
40560,Jackson/State,2022-11-09T00:00:00.000,W,4377
40810,Medical Center,2020-05-12T00:00:00.000,W,456
40050,Davis,2021-12-23T00:00:00.000,W,889
41120,35-Bronzeville-IIT,2023-08-23T00:00:00.000,W,1168
40470,Racine,2023-12-09T00:00:00.000,A,377
40160,LaSalle/Van Buren,2020-02-06T00:00:00.000,W,3454
41310,Paulina,2024-07-28T00:00:00.000,U,761
41180,Kedzie-Brown,2019-08-30T00:00:00.000,W,2078
40370,Washington/Dearborn,2020-10-15T00:00:00.000,W,2305
41270,43rd,2023-06-02T00:00:00.000,W,505
40880,Thorndale,2023-02-13T00:00:00.000,W,1379
40680,Adams/Wabash,2024-02-10T00:00:00.000,A,1808
40780,Central Park,2022-04-19T00:00:00.000,W,607
40080,Sheridan,2023-06-04T00:00:00.000,U,1682
40440,California-Cermak,2020-09-30T00:00:00.000,W,629
41430,87th,2024-02-07T00:00:00.000,W,1840
40480,Cicero-Lake,2019-05-21T00:00:00.000,W,1201
41310,Paulina,2020-10-01T00:00:00.000,W,536
40260,State/Lake,2021-06-07T00:00:00.000,W,3430
40690,Dempster,2022-01-12T00:00:00.000,W,260
40310,Western-Orange,2023-09-17T00:00:00.000,U,986
40680,Adams/Wabash,2020-03-24T00:00:00.000,W,613
41230,47th-Dan Ryan,2023-12-11T00:00:00.000,W,1422
40900,Howard,2020-02-04T00:00:00.000,W,5202
40660,Armitage,2019-01-23T00:00:00.000,W,4365
41010,Rockwell,2023-04-05T00:00:00.000,W,867
40960,Pulaski-Orange,2022-05-13T00:00:00.000,W,2918
41700,Washington/Wabash,2019-08-12T00:00:00.000,W,10048
41670,Conservatory,2022-03-16T00:00:00.000,W,646
40810,Medical Center,2019-07-11T00:00:00.000,W,2619
40030,Pulaski-Lake,2020-05-27T00:00:00.000,W,429
40420,Cicero-Cermak,2021-07-08T00:00:00.000,W,643
40490,Grand/Milwaukee,2020-06-03T00:00:00.000,W,194
40940,Halsted/63rd,2023-06-04T00:00:00.000,U,170
40790,Monroe/Dearborn,2020-07-18T00:00:00.000,A,343
40920,Pulaski-Forest Park,2021-11-20T00:00:00.000,A,794
40770,Lawrence,2024-12-24T00:00:00.000,W,0
41250,Central-Evanston,2021-06-03T00:00:00.000,W,356
40140,Dempster-Skokie,2019-07-18T00:00:00.000,W,1650
40010,Austin-Forest Park,2022-07-19T00:00:00.000,W,745
40180,Oak Park-Forest Park,2023-04-18T00:00:00.000,W,699
40020,Harlem-Lake,2022-09-23T00:00:00.000,W,1837
40130,51st,2019-08-16T00:00:00.000,W,959
41360,California-Lake,2022-12-27T00:00:00.000,W,449
41120,35-Bronzeville-IIT,2019-10-07T00:00:00.000,W,1715
40220,Western-Forest Park,2023-07-01T00:00:00.000,A,574
40170,Ashland-Lake,2021-01-19T00:00:00.000,W,680
41420,Addison-North Main,2023-05-29T00:00:00.000,U,8793
40580,54th/Cermak,2022-02-24T00:00:00.000,W,1259
40820,Rosemont,2024-08-13T00:00:00.000,W,4295
41120,35-Bronzeville-IIT,2019-03-16T00:00:00.000,A,1209
41220,Fullerton,2022-03-24T00:00:00.000,W,5025
41430,87th,2023-10-18T00:00:00.000,W,2121
40220,Western-Forest Park,2022-02-27T00:00:00.000,U,305
40930,Midway Airport,2022-07-27T00:00:00.000,W,5007
40580,54th/Cermak,2021-03-30T00:00:00.000,W,913
40350,UIC-Halsted,2023-10-20T00:00:00.000,W,4053
40680,Adams/Wabash,2021-10-15T00:00:00.000,W,3113
41340,LaSalle,2024-06-29T00:00:00.000,A,1046
41120,35-Bronzeville-IIT,2024-12-07T00:00:00.000,A,632
41490,Harrison,2022-06-27T00:00:00.000,W,1507
40030,Pulaski-Lake,2024-01-02T00:00:00.000,W,709
40340,Berwyn,2022-07-08T00:00:00.000,W,0
41310,Paulina,2023-04-03T00:00:00.000,W,1189
40470,Racine,2023-01-16T00:00:00.000,W,396
40100,Morse,2024-11-28T00:00:00.000,U,1029
40090,Damen-Brown,2021-04-09T00:00:00.000,W,606
40890,O'Hare Airport,2024-01-15T00:00:00.000,W,5090
41330,Montrose-O'Hare,2019-09-28T00:00:00.000,A,1175
41690,Cermak-McCormick Place,2021-05-19T00:00:00.000,W,490
40720,East 63rd-Cottage Grove,2023-03-11T00:00:00.000,A,364
40300,Indiana,2022-04-29T00:00:00.000,W,290
41120,35-Bronzeville-IIT,2020-06-15T00:00:00.000,W,261
40810,Medical Center,2024-12-29T00:00:00.000,U,457
41220,Fullerton,2020-02-29T00:00:00.000,A,7121
41490,Harrison,2022-02-15T00:00:00.000,W,1915
40370,Washington/Dearborn,2024-01-29T00:00:00.000,W,5499
41660,Lake/State,2019-12-31T00:00:00.000,W,13430
40570,California/Milwaukee,2020-10-12T00:00:00.000,W,800
41240,Addison-O'Hare,2022-12-24T00:00:00.000,A,372
41260,Austin-Lake,2019-09-11T00:00:00.000,W,1894
40850,Library,2022-08-21T00:00:00.000,U,1034
40590,Damen/Milwaukee,2023-11-24T00:00:00.000,W,2003
40190,Sox-35th-Dan Ryan,2021-04-20T00:00:00.000,W,880
40840,South Boulevard,2021-10-21T00:00:00.000,W,329
40520,Foster,2022-03-10T00:00:00.000,W,432
41510,Morgan-Lake,2022-06-27T00:00:00.000,W,2192
41060,Ashland-Orange,2023-03-20T00:00:00.000,W,1059
40870,Francisco,2023-01-02T00:00:00.000,U,361
40710,Chicago/Franklin,2024-01-05T00:00:00.000,W,2796
41460,Irving Park-Brown,2020-03-28T00:00:00.000,A,144
40590,Damen/Milwaukee,2020-07-21T00:00:00.000,W,883
40440,California-Cermak,2022-07-08T00:00:00.000,W,856
40460,Merchandise Mart,2022-04-13T00:00:00.000,W,2951
40820,Rosemont,2020-05-03T00:00:00.000,U,460
40550,Irving Park-O'Hare,2022-12-10T00:00:00.000,A,1334
40920,Pulaski-Forest Park,2019-02-09T00:00:00.000,A,1275
40770,Lawrence,2024-03-27T00:00:00.000,W,0
40320,Division/Milwaukee,2023-05-15T00:00:00.000,W,2753
41410,Chicago/Milwaukee,2021-03-06T00:00:00.000,A,492
41690,Cermak-McCormick Place,2019-12-06T00:00:00.000,W,1739
41020,Logan Square,2020-09-19T00:00:00.000,A,1063
40180,Oak Park-Forest Park,2022-03-13T00:00:00.000,U,170
40040,Quincy/Wells,2019-10-22T00:00:00.000,W,8752
40360,Southport,2019-08-27T00:00:00.000,W,3550
40350,UIC-Halsted,2021-03-19T00:00:00.000,W,839
40090,Damen-Brown,2024-09-04T00:00:00.000,W,1839
40180,Oak Park-Forest Park,2021-03-29T00:00:00.000,W,239
41330,Montrose-O'Hare,2024-05-19T00:00:00.000,U,799
40330,Grand/State,2021-08-31T00:00:00.000,W,3819
40330,Grand/State,2022-03-31T00:00:00.000,W,4401
41320,Belmont-North Main,2019-07-06T00:00:00.000,A,7517
40430,Clinton-Forest Park,2021-12-31T00:00:00.000,U,645
41220,Fullerton,2020-07-20T00:00:00.000,W,1450
41700,Washington/Wabash,2021-03-14T00:00:00.000,U,1422
41690,Cermak-McCormick Place,2019-02-04T00:00:00.000,W,1400
41280,Jefferson Park,2020-12-29T00:00:00.000,W,1744
41240,Addison-O'Hare,2024-06-02T00:00:00.000,U,1147
40940,Halsted/63rd,2020-09-25T00:00:00.000,W,213
40420,Cicero-Cermak,2023-09-30T00:00:00.000,A,736
40540,Wilson,2023-02-16T00:00:00.000,W,4393
40940,Halsted/63rd,2023-03-01T00:00:00.000,W,261
40300,Indiana,2021-04-03T00:00:00.000,A,159
41670,Conservatory,2019-08-25T00:00:00.000,U,381
40210,Damen-Cermak,2024-02-19T00:00:00.000,W,712
40490,Grand/Milwaukee,2020-03-26T00:00:00.000,W,231
40340,Berwyn,2023-03-28T00:00:00.000,W,0
40490,Grand/Milwaukee,2021-07-20T00:00:00.000,W,1261
40240,79th,2020-07-26T00:00:00.000,U,1546
40810,Medical Center,2021-05-01T00:00:00.000,A,498
40090,Damen-Brown,2020-05-05T00:00:00.000,W,169
40610,Ridgeland,2024-07-02T00:00:00.000,W,793
40360,Southport,2021-05-26T00:00:00.000,W,857
41120,35-Bronzeville-IIT,2021-03-19T00:00:00.000,W,524
40380,Clark/Lake,2024-02-18T00:00:00.000,U,2809
40850,Library,2021-09-06T00:00:00.000,U,815
40490,Grand/Milwaukee,2019-02-08T00:00:00.000,W,2701
41450,Chicago/State,2020-08-04T00:00:00.000,W,2858
40910,63rd-Dan Ryan,2019-10-07T00:00:00.000,W,3245
40750,Harlem-O'Hare,2021-12-08T00:00:00.000,W,1347
41250,Central-Evanston,2020-07-18T00:00:00.000,A,110
40530,Diversey,2024-06-22T00:00:00.000,,1974
41670,Conservatory,2020-08-15T00:00:00.000,A,292
41030,Polk,2019-09-08T00:00:00.000,U,510
41130,Halsted-Orange,2022-09-18T00:00:00.000,U,580
40320,Division/Milwaukee,2024-02-04T00:00:00.000,U,1575
40630,Clark/Division,2024-10-04T00:00:00.000,W,5018
41710,Damen-Lake,2024-10-18T00:00:00.000,W,991
40290,Ashland/63rd,2023-01-08T00:00:00.000,U,206
40020,Harlem-Lake,2023-08-07T00:00:00.000,W,2051
40320,Division/Milwaukee,2022-08-27T00:00:00.000,A,2068
40910,63rd-Dan Ryan,2024-02-09T00:00:00.000,W,1335
41510,Morgan-Lake,2023-01-05T00:00:00.000,W,2378
41660,Lake/State,2024-01-09T00:00:00.000,W,8342
40290,Ashland/63rd,2019-09-05T00:00:00.000,W,1094
41220,Fullerton,2022-05-10T00:00:00.000,W,7705
40910,63rd-Dan Ryan,2022-01-11T00:00:00.000,W,1028
41230,47th-Dan Ryan,2019-06-03T00:00:00.000,W,2765
40440,California-Cermak,2021-09-08T00:00:00.000,W,978
40130,51st,2024-01-05T00:00:00.000,W,424
41450,Chicago/State,2024-09-16T00:00:00.000,W,8086
41700,Washington/Wabash,2020-03-21T00:00:00.000,A,708
41050,Linden,2021-02-07T00:00:00.000,U,59
41060,Ashland-Orange,2021-09-10T00:00:00.000,W,984
40880,Thorndale,2022-06-05T00:00:00.000,U,873
40790,Monroe/Dearborn,2024-06-26T00:00:00.000,W,4596
40810,Medical Center,2020-05-14T00:00:00.000,W,381
41230,47th-Dan Ryan,2023-07-04T00:00:00.000,U,813
40940,Halsted/63rd,2019-10-11T00:00:00.000,W,513
40570,California/Milwaukee,2024-07-01T00:00:00.000,W,2769
41190,Jarvis,2020-08-13T00:00:00.000,W,448
40380,Clark/Lake,2022-11-02T00:00:00.000,W,8811
41690,Cermak-McCormick Place,2020-08-27T00:00:00.000,W,387
41380,Bryn Mawr,2019-10-04T00:00:00.000,W,4829
40550,Irving Park-O'Hare,2021-08-14T00:00:00.000,A,1474
40290,Ashland/63rd,2021-10-17T00:00:00.000,U,252
41660,Lake/State,2022-03-22T00:00:00.000,W,7295
40970,Cicero-Forest Park,2021-01-26T00:00:00.000,W,431
41050,Linden,2021-01-08T00:00:00.000,W,169
40920,Pulaski-Forest Park,2024-04-23T00:00:00.000,W,712
40700,Laramie,2019-01-21T00:00:00.000,W,584
41400,Roosevelt,2023-05-21T00:00:00.000,U,4068
40820,Rosemont,2020-01-31T00:00:00.000,W,5301
40100,Morse,2019-10-20T00:00:00.000,U,2575
40210,Damen-Cermak,2023-05-28T00:00:00.000,U,760
40290,Ashland/63rd,2023-02-15T00:00:00.000,W,495
40120,35th/Archer,2024-12-03T00:00:00.000,W,1785
40750,Harlem-O'Hare,2019-04-18T00:00:00.000,W,2745
40080,Sheridan,2019-12-04T00:00:00.000,W,4886
41140,King Drive,2022-11-23T00:00:00.000,W,173
40890,O'Hare Airport,2020-08-26T00:00:00.000,W,2580
40810,Medical Center,2024-04-01T00:00:00.000,W,1384
40850,Library,2023-11-05T00:00:00.000,U,1363
40080,Sheridan,2021-12-14T00:00:00.000,W,2034
40390,Forest Park,2020-01-12T00:00:00.000,U,805
41350,Oak Park-Lake,2019-03-27T00:00:00.000,W,1419
41020,Logan Square,2023-09-12T00:00:00.000,W,4369
41410,Chicago/Milwaukee,2021-11-16T00:00:00.000,W,1859
40510,Garfield-South Elevated,2024-09-27T00:00:00.000,W,686
40300,Indiana,2022-05-11T00:00:00.000,W,389
40740,Western-Cermak,2022-06-21T00:00:00.000,W,667
40900,Howard,2020-08-10T00:00:00.000,W,1408
40810,Medical Center,2020-10-30T00:00:00.000,W,768
40360,Southport,2019-06-15T00:00:00.000,A,2282
40740,Western-Cermak,2020-09-16T00:00:00.000,W,466
40290,Ashland/63rd,2024-07-01T00:00:00.000,W,590
40470,Racine,2024-05-03T00:00:00.000,W,904
40190,Sox-35th-Dan Ryan,2023-02-05T00:00:00.000,U,675
40730,Washington/Wells,2020-05-22T00:00:00.000,W,519
41680,Oakton-Skokie,2020-12-13T00:00:00.000,U,87
41010,Rockwell,2020-10-18T00:00:00.000,U,13
40810,Medical Center,2019-03-26T00:00:00.000,W,2998
41240,Addison-O'Hare,2020-04-06T00:00:00.000,W,397
41400,Roosevelt,2020-10-11T00:00:00.000,U,2282
40550,Irving Park-O'Hare,2021-07-16T00:00:00.000,W,1934
41210,Wellington,2019-06-09T00:00:00.000,U,947
40540,Wilson,2021-02-01T00:00:00.000,W,1815
41320,Belmont-North Main,2023-03-17T00:00:00.000,W,5975
40590,Damen/Milwaukee,2024-03-19T00:00:00.000,W,3615
40090,Damen-Brown,2019-08-21T00:00:00.000,W,2770
40050,Davis,2020-11-14T00:00:00.000,A,582
41410,Chicago/Milwaukee,2022-08-28T00:00:00.000,U,943
41670,Conservatory,2023-04-28T00:00:00.000,W,627
41680,Oakton-Skokie,2022-10-08T00:00:00.000,A,246
40360,Southport,2022-08-20T00:00:00.000,A,1540
41660,Lake/State,2021-10-29T00:00:00.000,W,7894
40770,Lawrence,2024-11-25T00:00:00.000,W,0
40930,Midway Airport,2024-11-27T00:00:00.000,W,4195
41230,47th-Dan Ryan,2021-04-26T00:00:00.000,W,1011
40550,Irving Park-O'Hare,2019-03-18T00:00:00.000,W,4170
40800,Sedgwick,2021-07-30T00:00:00.000,W,2378
40270,Main,2024-11-10T00:00:00.000,U,444
41270,43rd,2021-03-19T00:00:00.000,W,321
40490,Grand/Milwaukee,2022-11-17T00:00:00.000,W,1711
40480,Cicero-Lake,2024-05-28T00:00:00.000,W,785
40310,Western-Orange,2023-07-23T00:00:00.000,U,1115
40270,Main,2019-08-13T00:00:00.000,W,1160
41360,California-Lake,2023-07-26T00:00:00.000,W,699
40660,Armitage,2024-12-16T00:00:00.000,W,2635
40930,Midway Airport,2023-05-17T00:00:00.000,W,5004
41280,Jefferson Park,2021-05-28T00:00:00.000,W,2409
41000,Cermak-Chinatown,2024-09-07T00:00:00.000,A,4132
40870,Francisco,2024-05-03T00:00:00.000,W,912
41500,Montrose-Brown,2020-06-25T00:00:00.000,W,370
41260,Austin-Lake,2019-05-15T00:00:00.000,W,1811
41690,Cermak-McCormick Place,2022-01-28T00:00:00.000,W,493
41440,Addison-Brown,2019-07-01T00:00:00.000,W,2198
40220,Western-Forest Park,2022-12-22T00:00:00.000,W,508
40020,Harlem-Lake,2021-09-18T00:00:00.000,A,1376
41440,Addison-Brown,2019-10-12T00:00:00.000,A,1098
41270,43rd,2022-07-19T00:00:00.000,W,467
40130,51st,2024-02-07T00:00:00.000,W,520
40070,Jackson/Dearborn,2019-10-14T00:00:00.000,W,7497
41270,43rd,2023-03-18T00:00:00.000,A,233
40920,Pulaski-Forest Park,2024-08-03T00:00:00.000,A,535
41250,Central-Evanston,2022-02-22T00:00:00.000,W,385
41020,Logan Square,2022-02-07T00:00:00.000,W,2449
41060,Ashland-Orange,2020-08-21T00:00:00.000,W,613
41360,California-Lake,2021-02-16T00:00:00.000,W,266
41510,Morgan-Lake,2019-02-20T00:00:00.000,W,3355
40160,LaSalle/Van Buren,2023-05-19T00:00:00.000,W,1055
40770,Lawrence,2020-07-15T00:00:00.000,W,646
40310,Western-Orange,2024-07-29T00:00:00.000,W,2016
41300,Loyola,2024-10-15T00:00:00.000,W,3854
40360,Southport,2022-12-25T00:00:00.000,U,67
40400,Noyes,2023-08-05T00:00:00.000,A,375
41680,Oakton-Skokie,2024-02-22T00:00:00.000,W,438
41190,Jarvis,2020-05-25T00:00:00.000,U,191
40370,Washington/Dearborn,2021-12-06T00:00:00.000,W,5502
40360,Southport,2020-10-27T00:00:00.000,W,515
40710,Chicago/Franklin,2020-02-12T00:00:00.000,W,6899
40570,California/Milwaukee,2022-11-19T00:00:00.000,A,1514
40120,35th/Archer,2020-06-11T00:00:00.000,W,513
40810,Medical Center,2024-11-30T00:00:00.000,A,553
40430,Clinton-Forest Park,2020-03-09T00:00:00.000,W,3833
40060,Belmont-O'Hare,2022-03-03T00:00:00.000,W,2546
41480,Western-Brown,2022-06-20T00:00:00.000,W,1467
40030,Pulaski-Lake,2019-11-16T00:00:00.000,A,897
40510,Garfield-South Elevated,2020-09-20T00:00:00.000,U,234
40460,Merchandise Mart,2024-09-23T00:00:00.000,W,3613
40380,Clark/Lake,2020-06-28T00:00:00.000,U,1045
40260,State/Lake,2022-11-14T00:00:00.000,W,5700
40430,Clinton-Forest Park,2022-06-13T00:00:00.000,W,1313
40330,Grand/State,2022-04-05T00:00:00.000,W,4082
40770,Lawrence,2021-09-06T00:00:00.000,U,0
40350,UIC-Halsted,2019-08-04T00:00:00.000,U,1327
41090,Monroe/State,2020-08-31T00:00:00.000,W,1124
40470,Racine,2020-07-12T00:00:00.000,U,193
40760,Granville,2022-07-12T00:00:00.000,W,1635
41410,Chicago/Milwaukee,2022-12-04T00:00:00.000,U,919
40480,Cicero-Lake,2022-05-23T00:00:00.000,W,571
41270,43rd,2022-07-22T00:00:00.000,W,439
40890,O'Hare Airport,2021-01-02T00:00:00.000,A,2500
40020,Harlem-Lake,2019-11-01T00:00:00.000,W,3477
41170,Garfield-Dan Ryan,2023-01-01T00:00:00.000,U,644
40480,Cicero-Lake,2019-10-13T00:00:00.000,U,589
40270,Main,2020-07-20T00:00:00.000,W,251
41250,Central-Evanston,2023-10-03T00:00:00.000,W,467
41500,Montrose-Brown,2020-06-15T00:00:00.000,W,315
40160,LaSalle/Van Buren,2022-01-30T00:00:00.000,U,187
41480,Western-Brown,2023-07-03T00:00:00.000,W,1624
40130,51st,2019-01-06T00:00:00.000,U,408
40990,69th,2022-03-16T00:00:00.000,W,2156
40210,Damen-Cermak,2023-10-31T00:00:00.000,W,1192
41070,Kedzie-Lake,2024-06-08T00:00:00.000,A,419
41690,Cermak-McCormick Place,2022-07-11T00:00:00.000,W,1137
40670,Western/Milwaukee,2021-03-05T00:00:00.000,W,1066
40940,Halsted/63rd,2022-12-07T00:00:00.000,W,238
41300,Loyola,2023-11-21T00:00:00.000,W,3084
40800,Sedgwick,2021-02-28T00:00:00.000,U,371
40270,Main,2019-12-29T00:00:00.000,U,473
41130,Halsted-Orange,2021-02-21T00:00:00.000,U,240
40220,Western-Forest Park,2019-11-12T00:00:00.000,W,1639
40160,LaSalle/Van Buren,2021-12-18T00:00:00.000,A,316
40350,UIC-Halsted,2022-12-09T00:00:00.000,W,2348
40790,Monroe/Dearborn,2024-09-06T00:00:00.000,W,3047
40880,Thorndale,2020-05-22T00:00:00.000,W,411
40430,Clinton-Forest Park,2019-08-24T00:00:00.000,A,1233
41690,Cermak-McCormick Place,2024-04-16T00:00:00.000,W,1003
41180,Kedzie-Brown,2020-03-23T00:00:00.000,W,295
40330,Grand/State,2019-06-15T00:00:00.000,A,11908
40090,Damen-Brown,2021-12-19T00:00:00.000,U,543
41450,Chicago/State,2022-05-01T00:00:00.000,U,4115
40130,51st,2021-01-24T00:00:00.000,U,143
41660,Lake/State,2022-12-18T00:00:00.000,U,5786
40060,Belmont-O'Hare,2022-10-28T00:00:00.000,W,2979
40470,Racine,2020-03-23T00:00:00.000,W,251
40740,Western-Cermak,2023-05-18T00:00:00.000,W,792
41420,Addison-North Main,2023-04-06T00:00:00.000,W,3789
40060,Belmont-O'Hare,2024-05-24T00:00:00.000,W,3173
40520,Foster,2024-08-08T00:00:00.000,W,388
40060,Belmont-O'Hare,2024-08-22T00:00:00.000,W,3250
40960,Pulaski-Orange,2024-09-13T00:00:00.000,W,3545
40480,Cicero-Lake,2021-02-07T00:00:00.000,U,194
40650,North/Clybourn,2024-08-19T00:00:00.000,W,2580
41160,Clinton-Lake,2023-04-12T00:00:00.000,W,2523
40560,Jackson/State,2020-06-07T00:00:00.000,U,246
40070,Jackson/Dearborn,2023-11-15T00:00:00.000,W,4164
40370,Washington/Dearborn,2022-11-17T00:00:00.000,W,6800
40020,Harlem-Lake,2020-12-09T00:00:00.000,W,1183
40490,Grand/Milwaukee,2020-12-03T00:00:00.000,W,475
40530,Diversey,2019-09-04T00:00:00.000,W,5907
40880,Thorndale,2023-07-17T00:00:00.000,W,1372
40910,63rd-Dan Ryan,2023-08-31T00:00:00.000,W,1356
41380,Bryn Mawr,2024-10-20T00:00:00.000,U,975
40630,Clark/Division,2021-05-15T00:00:00.000,A,2680
40130,51st,2021-03-29T00:00:00.000,W,329
40800,Sedgwick,2020-02-18T00:00:00.000,W,3830
40510,Garfield-South Elevated,2019-09-08T00:00:00.000,U,447
41410,Chicago/Milwaukee,2024-12-15T00:00:00.000,U,1320
40530,Diversey,2021-08-14T00:00:00.000,A,1922
40820,Rosemont,2021-12-21T00:00:00.000,W,2300
40210,Damen-Cermak,2023-02-05T00:00:00.000,U,387
41440,Addison-Brown,2024-11-26T00:00:00.000,W,1066
