programa,orden_preferencia,jornada,nota_formacion_previa,nota_admision,moroso,arancel_al_dia,beca,edad_ingreso,desempleo,inflacion,crecimiento_pib,asignaturas_convalidadas,asignaturas_inscritas,evaluaciones_realizadas,asignaturas_aprobadas,promedio_notas,asignaturas_sin_evaluacion,resultado
Equinocultura,1,diurna,161.0,152.3,0,1,0,18,11.1,0.6,2.02,0,6,7,6,15.571428571428571,0,graduado
Servicio social,1,vespertina,133.1,112.5,0,1,0,32,9.4,-0.8,-3.12,0,6,8,5,13.8,0,graduado
Administración,2,diurna,150.0,101.0,1,0,0,29,10.8,1.4,1.74,0,5,8,3,10.666666666666666,0,abandono
Servicio social,6,diurna,113.0,112.3,1,1,1,20,8.9,1.4,3.51,0,6,8,5,11.6,0,graduado
Servicio social,1,diurna,140.0,114.0,0,0,0,28,9.4,-0.8,-3.12,0,6,11,1,13.0,0,abandono
Administración,1,diurna,130.0,130.0,0,1,0,27,10.8,1.4,1.74,0,5,9,3,12.0,0,graduado
Enfermería,2,diurna,120.0,121.5,1,1,0,22,7.6,2.6,0.32,11,14,14,12,12.333333333333334,2,graduado
Agronomía,1,diurna,133.1,120.0,1,1,0,37,16.2,0.3,-0.92,0,6,10,6,12.875,0,continua_matriculado
Servicio social,1,vespertina,130.0,130.0,0,0,0,28,12.7,3.7,-1.7,0,6,12,1,11.0,0,abandono
Agronomía,1,diurna,120.0,125.7,1,0,0,43,8.9,1.4,3.51,0,6,10,4,12.25,0,abandono
Higiene oral,1,diurna,140.0,128.0,0,0,0,32,10.8,1.4,1.74,0,7,7,0,0.0,7,abandono
Servicio social,1,diurna,123.0,113.2,0,1,1,20,15.5,2.8,-4.06,0,6,11,4,10.75,0,continua_matriculado
Enfermería,1,diurna,133.1,120.0,0,1,1,35,9.4,-0.8,-3.12,0,8,9,8,13.63,1,graduado
Gestión de publicidad y marketing,1,diurna,130.0,117.8,0,1,0,21,7.6,2.6,0.32,0,5,8,3,13.0,0,graduado
Enfermería,4,diurna,126.0,121.3,0,1,1,18,12.4,0.5,1.79,0,7,9,6,13.533333333333331,0,continua_matriculado
Enfermería,1,diurna,176.0,169.7,0,1,1,18,16.2,0.3,-0.92,0,7,7,7,16.9,0,graduado
Servicio social,4,diurna,124.0,117.7,0,1,0,18,16.2,0.3,-0.92,0,6,10,5,12.0,0,graduado
Servicio social,1,vespertina,120.0,121.8,0,1,0,22,12.4,0.5,1.79,3,6,6,6,12.5,0,graduado
Enfermería,2,diurna,140.0,128.3,0,1,0,19,10.8,1.4,1.74,0,8,8,7,12.764285714285714,0,graduado
Administración,2,diurna,143.0,132.2,0,1,1,18,13.9,-0.3,0.79,0,5,8,5,13.75,0,graduado
Diseño de animación y multimedia,2,diurna,136.0,134.3,1,1,0,19,12.4,0.5,1.79,0,0,0,0,0.0,0,abandono
Enfermería,1,diurna,132.0,123.4,0,1,1,18,11.1,0.6,2.02,0,7,7,7,14.604285714285712,0,graduado
Administración,1,vespertina,133.1,121.7,1,0,0,31,16.2,0.3,-0.92,0,5,7,0,0.0,0,abandono
Servicio social,1,vespertina,100.0,130.0,1,1,1,33,9.4,-0.8,-3.12,0,6,9,5,13.833333333333334,0,graduado
Enfermería,3,diurna,137.0,126.5,0,1,1,19,9.4,-0.8,-3.12,0,8,8,8,13.57625,0,graduado
Servicio social,1,diurna,153.0,159.7,0,1,1,18,12.7,3.7,-1.7,0,6,7,6,15.142857142857142,0,graduado
Administración,1,diurna,160.0,151.3,0,1,0,23,7.6,2.6,0.32,0,5,8,3,10.666666666666666,0,graduado
Servicio social,1,diurna,145.0,138.0,0,1,0,20,9.4,-0.8,-3.12,0,6,11,5,11.2,0,graduado
Enfermería,5,diurna,137.0,126.5,0,1,0,18,9.4,-0.8,-3.12,0,8,8,8,13.76375,0,graduado
Enfermería veterinaria,1,diurna,140.0,140.0,1,1,0,21,8.9,1.4,3.51,7,9,10,8,13.25,0,continua_matriculado
Servicio social,1,diurna,120.0,112.3,0,1,1,22,12.7,3.7,-1.7,0,6,10,5,10.714285714285714,0,graduado
Servicio social,1,diurna,122.0,127.3,1,1,0,20,9.4,-0.8,-3.12,0,6,6,6,12.166666666666666,0,graduado
Enfermería,1,diurna,130.0,130.0,0,1,0,23,7.6,2.6,0.32,1,7,8,6,14.357142857142858,0,graduado
Periodismo y comunicación,2,diurna,133.1,115.0,0,1,0,19,16.2,0.3,-0.92,0,6,6,6,12.833333333333334,0,graduado
Enfermería,6,diurna,150.0,131.5,0,1,0,19,10.8,1.4,1.74,0,8,8,7,13.925714285714283,0,graduado
Administración,1,vespertina,133.1,125.7,0,1,0,26,10.8,1.4,1.74,0,5,9,2,12.0,0,abandono
Enfermería,6,diurna,141.0,126.8,0,1,0,18,16.2,0.3,-0.92,0,7,7,7,13.44285714285714,0,graduado
Ingeniería informática,1,diurna,146.0,132.4,0,1,0,18,9.4,-0.8,-3.12,0,5,5,1,16.0,0,abandono
Agronomía,1,diurna,150.0,150.0,0,1,0,20,16.2,0.3,-0.92,0,6,8,6,13.125,0,graduado
Gestión de publicidad y marketing,1,diurna,133.1,95.0,0,1,0,19,15.5,2.8,-4.06,0,6,7,0,0.0,0,abandono
Administración,1,vespertina,120.0,128.2,0,0,0,32,10.8,1.4,1.74,5,9,9,5,11.4,0,abandono
Equinocultura,1,diurna,150.0,130.0,0,0,0,31,9.4,-0.8,-3.12,0,4,12,2,11.0,2,abandono
Ingeniería informática,1,diurna,133.1,100.0,0,1,0,25,13.9,-0.3,0.79,0,5,13,1,11.0,0,continua_matriculado
Enfermería veterinaria,1,diurna,140.0,159.9,0,1,0,21,16.2,0.3,-0.92,2,6,14,5,13.666666666666666,0,graduado
Administración,1,vespertina,140.0,100.0,0,0,0,31,12.7,3.7,-1.7,2,6,10,4,11.75,0,abandono
Educación básica,1,diurna,133.1,116.5,0,1,0,34,16.2,0.3,-0.92,0,7,11,1,10.0,0,abandono
Servicio social,1,diurna,128.0,120.0,0,1,1,18,11.1,0.6,2.02,0,6,8,6,13.5,0,graduado
Servicio social,3,diurna,117.0,117.0,1,1,0,19,12.4,0.5,1.79,0,6,0,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,140.0,140.0,1,1,0,21,8.9,1.4,3.51,0,6,12,1,12.0,0,continua_matriculado
Educación básica,2,diurna,124.0,118.1,0,0,0,18,9.4,-0.8,-3.12,0,6,11,3,13.0,0,abandono
Turismo,1,diurna,158.0,153.5,0,1,0,20,11.1,0.6,2.02,0,6,7,6,14.833333333333334,0,graduado
Periodismo y comunicación,1,diurna,137.0,127.9,0,1,0,20,15.5,2.8,-4.06,0,6,6,6,11.833333333333334,0,graduado
Gestión de publicidad y marketing,3,diurna,123.0,118.8,0,1,1,18,11.1,0.6,2.02,0,6,10,5,12.0,0,graduado
Servicio social,1,diurna,126.0,126.7,0,1,0,19,7.6,2.6,0.32,0,6,11,4,12.75,0,graduado
Enfermería veterinaria,1,diurna,170.0,170.0,0,1,0,19,12.7,3.7,-1.7,0,5,5,0,0.0,5,continua_matriculado
Equinocultura,1,diurna,133.1,110.0,0,1,1,30,11.1,0.6,2.02,0,6,7,0,0.0,0,abandono
Servicio social,1,diurna,115.0,115.0,0,1,0,19,11.1,0.6,2.02,0,6,6,6,12.0,0,graduado
Higiene oral,3,diurna,132.0,119.0,0,1,0,19,12.7,3.7,-1.7,0,7,9,7,11.677777777777775,0,graduado
Enfermería,4,diurna,132.0,121.8,0,1,1,19,12.7,3.7,-1.7,0,8,8,7,13.6,0,graduado
Enfermería veterinaria,1,diurna,143.0,133.4,0,1,0,19,12.4,0.5,1.79,0,6,7,6,16.0,0,graduado
Servicio social,3,diurna,137.0,131.4,0,1,0,20,7.6,2.6,0.32,0,6,9,5,11.8,0,graduado
Ingeniería informática,1,diurna,130.0,135.0,1,1,0,25,13.9,-0.3,0.79,0,5,5,0,0.0,0,abandono
Periodismo y comunicación,2,diurna,121.0,122.8,0,1,0,19,12.4,0.5,1.79,0,6,0,0,0.0,0,abandono
Educación básica,1,diurna,130.0,140.0,1,1,1,34,9.4,-0.8,-3.12,0,6,7,6,16.142857142857142,0,graduado
Enfermería,2,diurna,135.0,125.3,0,1,1,18,12.7,3.7,-1.7,0,8,8,7,11.785714285714286,0,graduado
Enfermería,6,diurna,137.0,126.3,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,13.42375,0,graduado
Gestión de publicidad y marketing,1,diurna,100.0,100.0,0,1,0,20,11.1,0.6,2.02,0,6,8,6,12.5,0,graduado
Enfermería,2,diurna,127.0,121.3,0,1,1,20,10.8,1.4,1.74,0,8,8,7,12.464285714285714,0,graduado
Administración,1,vespertina,140.0,135.0,1,1,0,23,8.9,1.4,3.51,6,11,18,8,12.375,0,continua_matriculado
Gestión de publicidad y marketing,1,diurna,140.0,120.0,0,1,0,28,10.8,1.4,1.74,0,6,8,1,10.0,0,abandono
Periodismo y comunicación,1,diurna,121.0,113.7,0,1,0,18,15.5,2.8,-4.06,0,6,8,5,12.6,0,continua_matriculado
Administración,1,diurna,131.0,129.7,0,1,0,19,16.2,0.3,-0.92,0,5,5,5,12.6,0,graduado
Administración,1,diurna,151.0,132.1,0,1,0,34,7.6,2.6,0.32,0,5,7,2,10.0,0,abandono
Educación básica,1,diurna,130.0,120.3,0,1,0,35,8.9,1.4,3.51,0,7,7,0,0.0,0,abandono
Administración,1,vespertina,120.0,120.0,0,1,0,32,12.4,0.5,1.79,0,5,7,5,11.6,0,graduado
Turismo,2,diurna,136.0,123.1,0,1,0,19,11.1,0.6,2.02,0,6,8,6,12.166666666666666,0,graduado
Gestión de publicidad y marketing,5,diurna,125.0,119.4,0,1,0,18,11.1,0.6,2.02,0,6,10,4,13.6,0,graduado
Administración,1,diurna,133.1,140.0,0,0,0,35,9.4,-0.8,-3.12,0,5,8,4,12.5,1,abandono
Servicio social,1,vespertina,133.1,116.5,0,1,1,24,12.4,0.5,1.79,0,6,6,4,12.25,0,continua_matriculado
Servicio social,1,diurna,120.0,113.0,0,1,1,20,13.9,-0.3,0.79,0,6,7,6,11.714285714285714,0,graduado
Periodismo y comunicación,3,diurna,143.0,133.9,0,1,1,18,16.2,0.3,-0.92,0,6,7,6,13.5,0,graduado
Enfermería,3,diurna,133.1,115.5,0,1,1,20,10.8,1.4,1.74,0,8,8,7,13.024285714285714,0,graduado
Turismo,5,diurna,121.0,116.5,0,0,0,18,9.4,-0.8,-3.12,0,6,12,0,0.0,0,abandono
Ingeniería informática,1,diurna,168.0,171.2,0,1,1,18,12.4,0.5,1.79,0,5,6,5,17.333333333333332,0,graduado
Gestión de publicidad y marketing,1,diurna,124.0,119.1,0,1,1,20,9.4,-0.8,-3.12,0,5,7,4,11.0,0,graduado
Educación básica,2,diurna,127.0,121.1,0,1,0,19,12.4,0.5,1.79,0,7,10,6,13.666666666666666,0,abandono
Diseño de comunicación,2,diurna,129.0,132.9,0,1,1,20,7.6,2.6,0.32,0,6,9,6,11.375,0,continua_matriculado
Servicio social,1,diurna,137.0,132.8,0,1,0,19,10.8,1.4,1.74,0,6,6,6,12.833333333333334,0,graduado
Periodismo y comunicación,1,diurna,120.0,126.7,0,1,0,20,7.6,2.6,0.32,0,6,9,5,12.6,0,graduado
Enfermería,1,diurna,110.0,105.8,0,1,0,22,11.1,0.6,2.02,0,7,8,6,14.333333333333334,0,graduado
Ingeniería informática,2,diurna,120.0,117.2,0,1,1,18,11.1,0.6,2.02,0,5,8,4,13.5,0,continua_matriculado
Enfermería,1,diurna,143.0,140.0,0,1,0,19,12.7,3.7,-1.7,0,8,8,7,14.285714285714286,0,graduado
Agronomía,1,diurna,120.0,120.0,0,1,0,22,13.9,-0.3,0.79,2,6,15,3,11.75,0,abandono
Ingeniería informática,5,diurna,124.0,119.5,0,1,0,20,8.9,1.4,3.51,0,5,5,5,14.8,0,graduado
Agronomía,1,diurna,168.0,153.9,1,0,0,34,12.4,0.5,1.79,0,6,7,0,0.0,0,abandono
Servicio social,1,vespertina,133.1,130.0,0,1,0,24,16.2,0.3,-0.92,0,6,14,1,10.0,0,abandono
Gestión de publicidad y marketing,2,diurna,150.0,107.0,0,1,0,26,7.6,2.6,0.32,0,5,5,0,0.0,0,abandono
Enfermería,1,diurna,140.0,132.8,0,1,0,35,12.4,0.5,1.79,0,7,10,4,12.6,0,abandono
Administración,1,vespertina,145.0,127.5,0,1,0,22,7.6,2.6,0.32,0,5,9,5,12.428571428571429,1,graduado
Turismo,1,diurna,118.0,123.3,0,1,0,26,9.4,-0.8,-3.12,0,6,10,4,10.0,0,continua_matriculado
Administración,1,diurna,123.0,122.0,0,1,0,19,8.9,1.4,3.51,0,5,7,3,12.333333333333334,0,abandono
Turismo,5,diurna,120.0,114.8,0,0,0,19,8.9,1.4,3.51,0,6,0,0,0.0,0,abandono
Diseño de animación y multimedia,1,diurna,140.0,140.0,1,1,0,20,15.5,2.8,-4.06,0,0,0,0,0.0,0,graduado
Gestión de publicidad y marketing,1,diurna,126.0,111.0,1,1,0,21,11.1,0.6,2.02,5,11,12,10,12.1,0,graduado
Periodismo y comunicación,2,diurna,137.0,133.2,0,1,1,19,13.9,-0.3,0.79,0,6,7,6,14.714285714285714,0,graduado
Periodismo y comunicación,3,diurna,130.0,123.0,0,1,0,18,12.7,3.7,-1.7,0,6,6,6,12.666666666666666,0,graduado
Agronomía,1,diurna,150.0,150.0,0,1,1,23,8.9,1.4,3.51,7,12,14,12,14.384615384615383,0,graduado
Administración,3,diurna,147.0,132.3,0,1,1,18,12.7,3.7,-1.7,0,5,5,5,13.4,0,graduado
Enfermería,1,diurna,140.0,126.0,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,13.314285714285717,0,graduado
Enfermería,3,diurna,132.0,119.3,0,1,0,19,10.8,1.4,1.74,0,8,8,7,11.98857142857143,0,graduado
Administración,1,diurna,130.0,133.8,0,1,0,21,8.9,1.4,3.51,6,11,17,11,11.545454545454543,0,graduado
Enfermería veterinaria,1,diurna,130.0,126.5,0,1,1,18,15.5,2.8,-4.06,0,6,13,6,16.46153846153846,0,graduado
Periodismo y comunicación,1,diurna,151.0,138.4,0,1,1,24,10.8,1.4,1.74,0,6,7,6,13.666666666666666,0,graduado
Enfermería,4,diurna,144.0,129.0,0,1,0,18,16.2,0.3,-0.92,0,7,8,7,12.65,0,abandono
Gestión de publicidad y marketing,1,diurna,127.0,118.3,0,1,0,18,13.9,-0.3,0.79,0,6,7,6,12.333333333333334,0,continua_matriculado
Enfermería,2,diurna,131.0,129.8,0,1,0,20,12.4,0.5,1.79,0,7,8,6,14.37,0,graduado
Enfermería veterinaria,2,diurna,123.0,113.6,0,1,0,19,9.4,-0.8,-3.12,0,5,13,3,12.0,2,continua_matriculado
Periodismo y comunicación,5,diurna,130.0,128.3,0,0,1,18,7.6,2.6,0.32,0,6,12,3,12.0,0,abandono
Turismo,1,diurna,130.0,130.0,0,1,1,19,10.8,1.4,1.74,0,6,11,4,12.0,0,abandono
Educación básica,2,diurna,131.0,121.9,0,1,0,19,10.8,1.4,1.74,0,6,10,5,12.6,0,graduado
Servicio social,5,diurna,135.0,129.4,1,1,0,18,10.8,1.4,1.74,0,6,6,6,12.166666666666666,0,graduado
Educación básica,2,diurna,123.0,115.3,0,1,0,20,11.1,0.6,2.02,0,7,8,6,13.5,0,continua_matriculado
Enfermería,5,diurna,145.0,125.5,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,13.76375,0,graduado
Higiene oral,6,diurna,118.0,117.8,0,1,1,19,11.1,0.6,2.02,0,7,11,6,12.4,0,graduado
Administración,3,diurna,125.0,118.7,0,1,0,18,13.9,-0.3,0.79,0,5,16,4,10.666666666666666,0,continua_matriculado
Enfermería,2,diurna,152.0,139.0,0,1,0,18,7.6,2.6,0.32,0,7,7,6,14.333333333333334,0,graduado
Enfermería veterinaria,1,diurna,101.0,98.9,0,1,0,21,11.1,0.6,2.02,0,6,12,4,12.5,0,continua_matriculado
Turismo,1,diurna,137.0,137.7,1,0,0,19,7.6,2.6,0.32,0,6,14,1,10.0,0,abandono
Enfermería,4,diurna,123.0,113.6,0,1,0,21,12.4,0.5,1.79,0,7,8,7,14.69625,0,graduado
Enfermería veterinaria,1,diurna,120.0,113.4,0,1,0,18,11.1,0.6,2.02,0,6,14,4,11.5,0,continua_matriculado
Higiene oral,3,diurna,131.0,128.5,0,1,1,18,12.7,3.7,-1.7,0,7,9,7,12.855555555555556,0,graduado
Enfermería,1,diurna,141.0,142.8,0,1,0,18,11.1,0.6,2.02,0,7,7,7,13.7,0,graduado
Equinocultura,1,diurna,144.0,137.7,0,0,0,23,10.8,1.4,1.74,0,5,9,0,0.0,3,abandono
Servicio social,1,diurna,107.0,103.5,0,1,0,20,16.2,0.3,-0.92,0,6,13,3,11.2,0,continua_matriculado
Enfermería,1,diurna,133.0,123.2,0,1,0,18,16.2,0.3,-0.92,0,7,7,7,13.285714285714286,0,graduado
Educación básica,2,diurna,126.0,126.0,0,1,0,19,7.6,2.6,0.32,0,6,9,5,13.0,0,continua_matriculado
Enfermería,1,diurna,133.1,121.7,0,1,1,27,12.4,0.5,1.79,0,7,8,6,12.6,0,continua_matriculado
Administración,1,diurna,147.0,142.8,1,0,1,19,11.1,0.6,2.02,0,5,5,5,12.8,0,continua_matriculado
Equinocultura,1,diurna,120.0,120.0,0,1,0,21,15.5,2.8,-4.06,0,6,14,5,11.5,1,abandono
Enfermería,1,diurna,130.0,119.3,0,1,1,19,10.8,1.4,1.74,0,8,8,7,11.4,0,graduado
Servicio social,1,diurna,120.0,121.0,0,1,1,21,13.9,-0.3,0.79,3,6,6,6,12.333333333333334,0,graduado
Periodismo y comunicación,5,diurna,138.0,139.4,0,1,0,18,10.8,1.4,1.74,0,6,7,5,12.8,0,graduado
Enfermería veterinaria,1,diurna,124.0,113.9,0,1,1,20,12.7,3.7,-1.7,0,5,8,5,12.0,1,graduado
Educación básica,1,diurna,133.0,124.6,0,1,1,18,9.4,-0.8,-3.12,0,6,8,5,13.0,0,graduado
Diseño de comunicación,1,diurna,122.0,123.8,1,0,1,18,12.7,3.7,-1.7,0,6,6,6,11.833333333333334,0,abandono
Enfermería veterinaria,3,diurna,138.0,126.3,0,1,0,18,8.9,1.4,3.51,0,6,8,6,14.0,0,graduado
Periodismo y comunicación,4,diurna,134.0,120.4,0,1,1,18,16.2,0.3,-0.92,0,6,6,6,12.333333333333334,0,graduado
Enfermería,3,diurna,128.0,120.5,0,1,1,19,12.4,0.5,1.79,0,7,10,5,13.04,0,continua_matriculado
Enfermería veterinaria,1,diurna,140.0,144.9,1,0,0,23,8.9,1.4,3.51,7,11,18,11,13.166666666666666,0,continua_matriculado
Enfermería veterinaria,1,diurna,133.1,139.9,0,1,1,24,8.9,1.4,3.51,1,6,7,6,12.5,0,graduado
Diseño de animación y multimedia,1,diurna,142.0,133.3,0,1,0,19,10.8,1.4,1.74,0,0,0,0,0.0,0,graduado
Enfermería,3,diurna,141.0,126.0,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,15.657142857142857,0,graduado
Diseño de comunicación,2,diurna,145.0,133.5,0,1,0,19,12.7,3.7,-1.7,0,6,6,6,12.166666666666666,0,graduado
Educación básica,2,diurna,145.0,127.9,0,1,0,19,10.8,1.4,1.74,0,6,0,0,0.0,0,abandono
Servicio social,1,diurna,108.0,105.9,0,1,1,20,11.1,0.6,2.02,0,6,11,5,10.6,0,continua_matriculado
Enfermería veterinaria,1,diurna,132.0,124.3,0,1,0,20,13.9,-0.3,0.79,0,6,10,6,13.428571428571429,0,continua_matriculado
Periodismo y comunicación,1,diurna,140.0,102.5,0,1,0,26,7.6,2.6,0.32,0,6,8,4,11.75,0,abandono
Turismo,1,diurna,133.1,97.0,1,0,0,36,15.5,2.8,-4.06,0,5,10,0,0.0,0,abandono
Diseño de animación y multimedia,1,diurna,128.0,134.7,0,0,0,19,10.8,1.4,1.74,0,0,0,0,0.0,0,abandono
Ingeniería informática,1,diurna,120.0,113.8,0,0,0,27,15.5,2.8,-4.06,0,5,0,0,0.0,0,abandono
Ingeniería informática,4,diurna,120.0,116.9,0,1,0,18,8.9,1.4,3.51,0,5,9,1,13.0,0,abandono
Enfermería,4,diurna,139.0,124.0,0,1,1,18,10.8,1.4,1.74,0,8,8,7,13.331428571428573,0,graduado
Diseño de comunicación,1,diurna,139.3,117.5,0,1,0,28,12.4,0.5,1.79,0,6,0,0,0.0,0,abandono
Diseño de animación y multimedia,1,diurna,150.0,154.8,0,1,0,21,12.4,0.5,1.79,0,0,0,0,0.0,0,graduado
Enfermería,1,diurna,138.0,141.0,0,1,0,19,7.6,2.6,0.32,0,7,7,6,13.7,0,graduado
Gestión de publicidad y marketing,1,diurna,133.1,120.0,1,0,0,26,9.4,-0.8,-3.12,0,5,5,0,0.0,0,abandono
Ingeniería informática,1,diurna,136.0,133.6,0,1,0,20,11.1,0.6,2.02,4,9,12,9,13.454545454545457,0,abandono
Enfermería,6,diurna,134.0,122.0,0,1,0,19,12.7,3.7,-1.7,0,8,8,7,12.2,0,graduado
Administración,1,diurna,140.0,120.0,0,1,0,21,12.7,3.7,-1.7,0,5,8,3,10.0,0,abandono
Gestión de publicidad y marketing,1,diurna,110.0,114.2,0,1,1,23,8.9,1.4,3.51,0,6,7,5,13.0,0,graduado
Servicio social,1,vespertina,133.1,95.5,0,1,0,29,11.1,0.6,2.02,0,6,11,6,12.0,0,graduado
Enfermería,1,diurna,129.0,120.0,0,1,0,20,12.7,3.7,-1.7,0,8,8,7,15.028571428571428,0,graduado
Servicio social,1,diurna,116.0,111.1,0,1,0,18,15.5,2.8,-4.06,0,6,8,6,12.0,0,graduado
Periodismo y comunicación,1,diurna,130.0,128.6,0,1,0,19,9.4,-0.8,-3.12,0,6,8,5,12.0,0,graduado
Higiene oral,1,diurna,130.0,130.0,0,0,0,23,10.8,1.4,1.74,3,7,7,3,13.666666666666666,0,abandono
Diseño de animación y multimedia,1,diurna,116.0,111.1,0,1,0,21,13.9,-0.3,0.79,0,0,0,0,0.0,0,abandono
Administración,1,diurna,136.0,122.7,0,1,0,18,15.5,2.8,-4.06,0,5,6,5,12.0,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,147.0,134.4,0,1,1,18,10.8,1.4,1.74,0,0,0,0,0.0,0,graduado
Diseño de comunicación,5,diurna,117.0,131.0,1,0,0,21,9.4,-0.8,-3.12,0,6,6,1,14.0,0,abandono
Servicio social,1,diurna,141.0,125.0,0,1,0,22,11.1,0.6,2.02,0,6,6,0,0.0,0,abandono
Higiene oral,1,diurna,133.1,106.0,0,1,0,21,8.9,1.4,3.51,0,7,8,7,12.375,0,graduado
Enfermería,1,diurna,133.1,128.0,0,0,0,32,16.2,0.3,-0.92,0,7,0,0,0.0,0,abandono
Agronomía,1,diurna,120.0,120.0,0,1,0,27,15.5,2.8,-4.06,14,18,21,18,11.421052631578949,0,graduado
Enfermería,1,diurna,148.0,134.8,0,1,0,18,7.6,2.6,0.32,0,7,7,6,13.35,0,graduado
Diseño de comunicación,1,diurna,130.0,112.0,0,1,1,24,15.5,2.8,-4.06,0,6,6,6,15.0,0,graduado
Equinocultura,1,diurna,120.0,116.1,0,1,0,22,12.7,3.7,-1.7,0,5,9,2,10.5,0,abandono
Equinocultura,1,diurna,120.0,120.0,0,0,0,22,10.8,1.4,1.74,0,6,0,0,0.0,0,abandono
Administración,3,diurna,133.0,119.7,0,1,0,19,13.9,-0.3,0.79,0,5,8,5,13.25,0,graduado
Ingeniería informática,6,diurna,129.0,117.1,0,1,0,19,7.6,2.6,0.32,0,5,10,0,0.0,0,abandono
Enfermería veterinaria,2,diurna,118.0,112.4,0,1,0,21,10.8,1.4,1.74,0,5,7,4,11.5,0,continua_matriculado
Enfermería,2,diurna,140.0,131.0,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,13.88125,0,graduado
Turismo,2,diurna,127.0,130.9,0,1,0,18,9.4,-0.8,-3.12,0,6,8,6,11.333333333333334,0,graduado
Diseño de animación y multimedia,1,diurna,131.0,134.9,1,1,0,20,16.2,0.3,-0.92,0,0,0,0,0.0,0,abandono
Servicio social,1,diurna,132.0,127.1,0,1,0,19,13.9,-0.3,0.79,0,6,7,6,12.857142857142858,0,graduado
Periodismo y comunicación,5,diurna,113.0,110.2,1,1,0,19,8.9,1.4,3.51,0,6,6,5,11.6,0,graduado
Turismo,1,diurna,115.0,108.7,0,1,1,18,12.4,0.5,1.79,0,6,9,5,11.4,0,graduado
Equinocultura,1,diurna,133.1,138.0,0,1,0,20,16.2,0.3,-0.92,0,6,11,6,13.333333333333334,0,continua_matriculado
Diseño de comunicación,1,diurna,150.0,147.7,1,1,1,22,12.4,0.5,1.79,2,7,7,7,13.571428571428571,0,graduado
Higiene oral,1,diurna,133.1,123.0,0,1,0,31,12.4,0.5,1.79,0,7,13,6,11.833333333333334,0,graduado
Educación básica,1,diurna,141.0,142.8,0,1,1,19,16.2,0.3,-0.92,0,7,7,7,14.428571428571429,0,graduado
Diseño de animación y multimedia,2,diurna,140.0,138.3,0,1,0,18,12.4,0.5,1.79,0,0,0,0,0.0,0,continua_matriculado
Turismo,2,diurna,136.0,125.2,0,1,1,18,8.9,1.4,3.51,0,6,8,6,12.285714285714286,0,graduado
Enfermería veterinaria,1,diurna,140.0,141.8,0,1,0,21,7.6,2.6,0.32,0,5,7,5,14.4,0,graduado
Enfermería,5,diurna,143.0,130.6,0,1,1,18,13.9,-0.3,0.79,0,7,8,7,13.15,0,graduado
Administración,1,diurna,130.0,130.0,1,0,0,25,15.5,2.8,-4.06,0,5,6,0,0.0,0,abandono
Ingeniería informática,1,diurna,133.1,100.0,1,1,0,21,11.1,0.6,2.02,0,5,5,0,0.0,0,abandono
Enfermería,2,diurna,129.0,119.0,0,1,1,19,10.8,1.4,1.74,0,8,8,7,12.342857142857143,0,graduado
Periodismo y comunicación,2,diurna,132.0,124.3,0,1,0,19,10.8,1.4,1.74,0,6,6,5,12.2,0,continua_matriculado
Turismo,1,diurna,118.0,122.2,0,1,0,22,7.6,2.6,0.32,0,6,10,4,10.5,0,abandono
Administración,1,diurna,150.0,150.0,0,1,0,19,12.4,0.5,1.79,0,5,5,5,10.6,0,graduado
Servicio social,1,vespertina,133.1,135.5,0,1,0,58,11.1,0.6,2.02,0,6,6,0,0.0,0,abandono
Servicio social,2,diurna,122.0,127.3,0,1,1,19,10.8,1.4,1.74,0,6,8,4,11.25,0,graduado
Gestión de publicidad y marketing,1,diurna,127.0,127.0,0,1,0,23,9.4,-0.8,-3.12,3,9,11,6,10.5,0,graduado
Periodismo y comunicación,2,diurna,122.0,126.9,0,1,1,19,9.4,-0.8,-3.12,0,6,11,4,11.0,0,continua_matriculado
Enfermería,3,diurna,131.0,127.5,0,1,0,18,13.9,-0.3,0.79,0,7,7,7,13.457142857142856,0,graduado
Enfermería veterinaria,2,diurna,130.0,122.0,0,1,0,20,7.6,2.6,0.32,0,5,6,5,12.6,0,graduado
Enfermería veterinaria,5,diurna,130.0,115.8,0,0,0,18,12.7,3.7,-1.7,0,6,0,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,130.0,121.6,0,1,0,18,8.9,1.4,3.51,0,6,6,6,13.666666666666666,0,graduado
Administración,4,diurna,122.0,116.4,1,1,1,18,11.1,0.6,2.02,0,5,5,5,11.6,0,graduado
Equinocultura,1,diurna,114.0,120.0,0,1,0,24,11.1,0.6,2.02,0,6,9,6,12.571428571428571,0,abandono
Educación básica,4,diurna,143.0,127.3,0,1,0,18,10.8,1.4,1.74,0,6,7,5,11.8,0,abandono
Administración,3,diurna,127.0,123.5,0,1,1,19,9.4,-0.8,-3.12,0,5,5,5,11.6,0,continua_matriculado
